age,workclass,fnlwgt,occupation,relationship,education,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_week,country,salary
48, Self-emp-not-inc,309895, Handlers-cleaners, Own-child, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc,72338, Sales, Unmarried, HS-grad,9, Never-married, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private,617898, Farming-fishing, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
49, Local-gov,119904, Prof-specialty, Wife, Bachelors,13, Married-civ-spouse, White, Female,7688,0,30, United-States, >50K
51, ?,69328, ?, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
28, ?,131310, ?, Wife, 12th,8, Married-civ-spouse, White, Female,0,0,20, Germany, <=50K
64, Private,149044, Prof-specialty, Husband, Masters,14, Married-civ-spouse, Asian-Pac-Islander, Male,0,2057,60, China, <=50K
37, Self-emp-not-inc,180150, Prof-specialty, Husband, Prof-school,15, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
29, Private,179008, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,55, United-States, <=50K
22, Private,310152, Other-service, Not-in-family, Some-college,10, Never-married, White, Male,3325,0,40, United-States, <=50K
56, Local-gov,571017, Adm-clerical, Wife, Some-college,10, Married-civ-spouse, White, Female,0,0,15, United-States, <=50K
40, Private,137421, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, <=50K
43, Self-emp-not-inc,421837, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,7298,0,50, Mexico, >50K
56, Private,271795, Craft-repair, Not-in-family, 11th,7, Divorced, White, Male,0,0,49, United-States, <=50K
62, Federal-gov,177295, Adm-clerical, Unmarried, HS-grad,9, Widowed, White, Female,0,0,40, United-States, <=50K
30, Private,89735, Prof-specialty, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
31, Private,252210, Other-service, Own-child, 5th-6th,3, Never-married, White, Male,0,0,40, Mexico, <=50K
54, Private,291755, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
38, Self-emp-not-inc,200153, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
53, Private,30244, Exec-managerial, Husband, Assoc-acdm,12, Married-civ-spouse, White, Male,15024,0,40, United-States, >50K
52, Private,165681, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc,172296, Sales, Unmarried, Some-college,10, Separated, White, Male,0,0,60, United-States, <=50K
30, Private,278502, Adm-clerical, Unmarried, HS-grad,9, Divorced, Black, Female,0,0,62, United-States, <=50K
46, Private,106092, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
43, State-gov,129298, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
24, Local-gov,289886, Other-service, Not-in-family, 11th,7, Never-married, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
55, Private,254516, Handlers-cleaners, Other-relative, 9th,5, Never-married, Black, Male,0,0,37, United-States, <=50K
45, Private,325390, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
79, Private,120707, Prof-specialty, Husband, Doctorate,16, Married-civ-spouse, White, Male,20051,0,35, El-Salvador, >50K
32, Self-emp-inc,103078, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
20, Private,122215, Other-service, Own-child, HS-grad,9, Never-married, Black, Male,0,0,52, United-States, <=50K
26, State-gov,141838, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, Black, Male,0,0,40, United-States, >50K
32, State-gov,206051, Farming-fishing, Own-child, Some-college,10, Married-spouse-absent, White, Male,0,0,50, United-States, <=50K
38, Private,52596, Adm-clerical, Own-child, Some-college,10, Never-married, Black, Female,0,0,40, United-States, <=50K
22, Private,200374, Machine-op-inspct, Other-relative, HS-grad,9, Never-married, White, Male,0,0,35, United-States, <=50K
22, Private,229456, Adm-clerical, Own-child, Some-college,10, Never-married, Black, Female,0,0,35, United-States, <=50K
35, Local-gov,329759, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc,201263, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,15024,0,55, United-States, >50K
21, Private,347292, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
31, Private,206609, Machine-op-inspct, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
22, State-gov,48121, Other-service, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,25, United-States, <=50K
21, ?,228649, ?, Own-child, Some-college,10, Never-married, White, Male,0,0,20, United-States, <=50K
32, Private,230420, Machine-op-inspct, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,45, United-States, <=50K
24, Self-emp-not-inc,166036, Transport-moving, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
28, Private,125527, Sales, Not-in-family, Some-college,10, Never-married, White, Male,0,0,50, United-States, <=50K
37, Private,175759, Tech-support, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
57, Private,180779, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,7298,0,40, United-States, >50K
24, Self-emp-not-inc,204209, Farming-fishing, Own-child, Some-college,10, Never-married, White, Male,0,0,60, United-States, <=50K
40, Private,130760, Exec-managerial, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
31, Private,209276, Other-service, Husband, HS-grad,9, Married-civ-spouse, Other, Male,0,0,40, United-States, <=50K
51, Private,93193, Prof-specialty, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
28, Private,102533, Handlers-cleaners, Not-in-family, Some-college,10, Separated, Black, Male,0,0,40, United-States, <=50K
49, Private,105444, Machine-op-inspct, Husband, 12th,8, Married-civ-spouse, White, Male,0,0,39, United-States, <=50K
35, Private,225750, Prof-specialty, Unmarried, Bachelors,13, Divorced, White, Female,0,0,32, United-States, <=50K
25, Private,60358, Exec-managerial, Own-child, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
66, ?,206560, ?, Not-in-family, HS-grad,9, Widowed, Other, Female,0,0,35, Puerto-Rico, <=50K
55, Self-emp-not-inc,168625, Tech-support, Not-in-family, Some-college,10, Divorced, White, Female,0,0,12, United-States, >50K
39, Local-gov,249392, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,72, United-States, <=50K
48, Private,141511, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc,57924, Farming-fishing, Husband, Some-college,10, Married-civ-spouse, White, Male,7688,0,50, United-States, >50K
37, Private,405723, Machine-op-inspct, Husband, 1st-4th,2, Married-civ-spouse, White, Male,0,0,40, Mexico, <=50K
28, Private,137898, Machine-op-inspct, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,40, United-States, <=50K
22, Private,264874, Craft-repair, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
20, Private,82777, Sales, Own-child, Some-college,10, Never-married, White, Male,0,0,16, United-States, <=50K
25, Private,297531, Sales, Own-child, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
63, Private,308028, Tech-support, Husband, Masters,14, Married-civ-spouse, White, Male,5013,0,40, United-States, <=50K
34, Private,96480, Exec-managerial, Unmarried, Some-college,10, Separated, White, Female,0,0,40, United-States, <=50K
58, Private,285885, Other-service, Unmarried, 9th,5, Divorced, White, Female,0,0,40, United-States, <=50K
19, Private,219742, Other-service, Own-child, Some-college,10, Never-married, White, Female,0,0,15, United-States, <=50K
58, Private,256274, Adm-clerical, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
37, State-gov,74163, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
50, Private,200618, Craft-repair, Not-in-family, Assoc-acdm,12, Divorced, White, Male,0,0,40, United-States, <=50K
64, ?,169917, ?, Not-in-family, 7th-8th,4, Widowed, White, Female,0,0,4, United-States, <=50K
34, Private,126838, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
35, Private,161141, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
27, State-gov,212232, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, Black, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc,143368, Prof-specialty, Husband, Doctorate,16, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
36, Self-emp-not-inc,84848, Other-service, Not-in-family, HS-grad,9, Separated, White, Female,0,0,16, United-States, <=50K
53, Private,187356, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,66, United-States, <=50K
35, Private,28572, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,4064,0,35, United-States, <=50K
62, ?,263374, ?, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,40, Canada, <=50K
31, Private,189759, Adm-clerical, Husband, Assoc-acdm,12, Married-civ-spouse, White, Male,0,0,40, Italy, <=50K
44, Private,279183, Other-service, Own-child, Some-college,10, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
23, Private,216472, Tech-support, Own-child, Some-college,10, Never-married, White, Female,0,0,20, United-States, <=50K
43, Private,243580, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
57, Private,73051, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
45, Federal-gov,71823, Adm-clerical, Husband, Some-college,10, Married-civ-spouse, Black, Male,0,0,20, United-States, <=50K
22, Private,251196, Protective-serv, Own-child, Some-college,10, Never-married, Black, Female,0,0,20, United-States, <=50K
42, Private,143582, Other-service, Other-relative, 7th-8th,4, Married-civ-spouse, Asian-Pac-Islander, Female,0,0,48, ?, <=50K
33, Private,183845, Other-service, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,38, El-Salvador, <=50K
34, Private,57426, Sales, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,45, United-States, <=50K
22, ?,139324, ?, Unmarried, 9th,5, Never-married, Black, Female,0,0,36, United-States, <=50K
42, Local-gov,201723, Craft-repair, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
26, Private,180246, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,7688,0,40, United-States, >50K
41, Private,384508, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
35, Private,356250, Sales, Husband, Prof-school,15, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,35, China, <=50K
24, Private,176389, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
68, Private,161744, Sales, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,16, United-States, <=50K
51, Private,162632, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,7298,0,60, United-States, >50K
32, Private,217460, Transport-moving, Husband, 9th,5, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
28, Private,162404, Craft-repair, Not-in-family, Bachelors,13, Never-married, Black, Male,0,0,60, United-States, <=50K
55, Private,117299, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,7688,0,40, United-States, >50K
56, Self-emp-not-inc,140558, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
25, Private,404616, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
25, Local-gov,58441, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
50, Private,96586, Other-service, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
24, Private,308205, Exec-managerial, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
32, Private,226535, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
41, Private,108681, Adm-clerical, Wife, Some-college,10, Married-civ-spouse, White, Female,0,0,40, United-States, <=50K
50, Private,398625, Machine-op-inspct, Not-in-family, 11th,7, Widowed, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc,58702, Prof-specialty, Wife, Assoc-voc,11, Married-civ-spouse, White, Female,3103,0,50, United-States, >50K
32, Private,244147, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Male,0,1876,50, United-States, <=50K
28, Private,109001, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
57, Local-gov,143910, Exec-managerial, Not-in-family, Bachelors,13, Divorced, White, Male,0,0,40, United-States, <=50K
31, Private,102884, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
28, Private,160981, Adm-clerical, Not-in-family, Some-college,10, Never-married, White, Female,0,0,52, United-States, <=50K
35, Private,174597, Craft-repair, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
22, Private,137510, Adm-clerical, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
51, Private,138358, Craft-repair, Not-in-family, 10th,6, Divorced, Black, Female,0,0,35, United-States, <=50K
23, State-gov,142547, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
18, Never-worked,153663, ?, Own-child, Some-college,10, Never-married, White, Male,0,0,4, United-States, <=50K
36, Private,104858, Farming-fishing, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,56, United-States, >50K
30, Private,277314, Machine-op-inspct, Not-in-family, HS-grad,9, Separated, Black, Male,0,0,40, United-States, <=50K
38, Private,40077, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
22, Private,60783, Craft-repair, Own-child, 10th,6, Never-married, White, Male,0,0,15, United-States, <=50K
49, Private,82649, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,5013,0,45, United-States, <=50K
44, Local-gov,83286, Prof-specialty, Wife, Masters,14, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
47, Private,238185, Adm-clerical, Not-in-family, Bachelors,13, Divorced, White, Female,0,0,40, United-States, <=50K
24, Private,289448, Adm-clerical, Own-child, Assoc-voc,11, Never-married, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
25, Private,130302, Handlers-cleaners, Unmarried, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
20, State-gov,200819, Transport-moving, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
24, ?,283731, ?, Own-child, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
41, Private,175674, Tech-support, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
44, Private,106698, Other-service, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
36, Private,411797, Prof-specialty, Own-child, Bachelors,13, Never-married, White, Female,0,0,35, United-States, >50K
30, Private,260782, Craft-repair, Unmarried, HS-grad,9, Never-married, White, Male,0,0,40, ?, <=50K
27, Private,251905, Exec-managerial, Own-child, Assoc-voc,11, Never-married, White, Male,0,0,50, United-States, <=50K
40, Private,270147, Exec-managerial, Not-in-family, Masters,14, Never-married, White, Female,0,0,40, United-States, >50K
49, Private,189498, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
48, Self-emp-not-inc,171986, Prof-specialty, Not-in-family, HS-grad,9, Divorced, White, Male,0,0,15, United-States, <=50K
35, Private,310290, Transport-moving, Wife, HS-grad,9, Married-civ-spouse, Black, Female,0,0,40, United-States, <=50K
20, Private,130959, Other-service, Own-child, Some-college,10, Never-married, White, Male,0,0,20, United-States, <=50K
38, Local-gov,194630, Protective-serv, Not-in-family, Bachelors,13, Never-married, White, Female,4787,0,43, United-States, >50K
47, Private,379118, Craft-repair, Husband, 7th-8th,4, Married-civ-spouse, Black, Male,0,0,60, United-States, >50K
30, Private,235124, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,99999,0,40, United-States, >50K
43, Federal-gov,195897, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,7298,0,40, United-States, >50K
35, Private,259846, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,55, United-States, <=50K
46, Local-gov,65535, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,48, United-States, >50K
33, Private,214635, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,50, United-States, <=50K
18, Private,166889, Handlers-cleaners, Own-child, Some-college,10, Never-married, Black, Female,0,1602,35, United-States, <=50K
60, Private,117509, Craft-repair, Husband, 9th,5, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
22, Private,185452, Exec-managerial, Own-child, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
60, Private,276009, Other-service, Husband, HS-grad,9, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,30, Philippines, <=50K
24, ?,247734, ?, Own-child, Bachelors,13, Never-married, White, Male,0,0,30, United-States, <=50K
27, Self-emp-inc,113870, Transport-moving, Own-child, Masters,14, Never-married, White, Male,0,0,40, United-States, <=50K
45, Private,242994, Sales, Not-in-family, Some-college,10, Never-married, White, Male,0,0,52, United-States, <=50K
44, Private,151294, Sales, Not-in-family, Some-college,10, Widowed, White, Female,0,0,25, United-States, <=50K
44, Private,59474, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
37, Private,143058, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
43, Private,274363, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,1902,40, England, >50K
28, Private,294936, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,4064,0,45, United-States, <=50K
49, Private,154451, Machine-op-inspct, Unmarried, 11th,7, Divorced, Black, Female,0,0,35, United-States, <=50K
25, Private,168403, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Male,0,1741,40, United-States, <=50K
37, Private,154210, Craft-repair, Husband, Some-college,10, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
22, Private,29444, Farming-fishing, Not-in-family, 12th,8, Never-married, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
46, Private,213140, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, ?, >50K
41, Private,177305, Craft-repair, Husband, Assoc-acdm,12, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
21, Private,238068, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
56, ?,132930, ?, Not-in-family, Masters,14, Never-married, White, Female,0,0,50, United-States, >50K
49, ?,202874, ?, Unmarried, HS-grad,9, Separated, White, Female,0,0,40, Columbia, <=50K
45, State-gov,90803, Adm-clerical, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
35, Private,45607, Other-service, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
44, Private,367749, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,45, Mexico, <=50K
20, ?,58740, ?, Own-child, Some-college,10, Never-married, White, Male,0,0,15, United-States, <=50K
26, Private,229977, Craft-repair, Husband, 9th,5, Married-civ-spouse, White, Male,0,0,35, United-States, <=50K
21, Private,210355, Prof-specialty, Not-in-family, 11th,7, Never-married, White, Female,0,0,24, United-States, <=50K
18, ?,51574, ?, Own-child, HS-grad,9, Never-married, Asian-Pac-Islander, Female,0,1602,38, United-States, <=50K
26, Private,108542, Craft-repair, Own-child, HS-grad,9, Never-married, White, Male,0,0,35, United-States, <=50K
31, Private,315128, Adm-clerical, Not-in-family, Some-college,10, Never-married, White, Female,0,0,52, United-States, <=50K
28, Private,57066, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
20, Private,167787, Sales, Own-child, Some-college,10, Never-married, White, Female,0,0,20, United-States, <=50K
51, Private,229272, Other-service, Other-relative, HS-grad,9, Divorced, Black, Male,0,0,32, Haiti, <=50K
44, ?,468706, ?, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,40, United-States, <=50K
21, ?,148509, ?, Not-in-family, Some-college,10, Never-married, White, Female,0,0,30, United-States, <=50K
47, Private,76612, Prof-specialty, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
41, Private,160837, Machine-op-inspct, Not-in-family, 11th,7, Married-spouse-absent, White, Male,0,0,40, Guatemala, <=50K
50, Local-gov,164127, Other-service, Not-in-family, HS-grad,9, Never-married, Black, Female,0,0,40, United-States, <=50K
43, Private,475322, Transport-moving, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
37, Private,324019, Adm-clerical, Not-in-family, Assoc-acdm,12, Never-married, White, Female,0,0,40, United-States, <=50K
45, State-gov,305739, Adm-clerical, Not-in-family, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
41, Private,201495, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
36, Private,374983, Machine-op-inspct, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
46, Private,149388, Craft-repair, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
53, Private,98791, Tech-support, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
38, Federal-gov,190895, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, ?, >50K
27, Private,99897, Tech-support, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc,162164, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
27, Private,37088, Other-service, Not-in-family, Assoc-acdm,12, Never-married, White, Male,0,0,40, United-States, <=50K
40, Private,119101, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,1887,68, United-States, >50K
33, Private,174789, Machine-op-inspct, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
59, Private,247187, Adm-clerical, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
42, Private,66755, Craft-repair, Husband, 7th-8th,4, Married-civ-spouse, Other, Male,0,0,40, United-States, <=50K
17, Private,153021, Sales, Own-child, 12th,8, Never-married, White, Female,0,0,20, United-States, <=50K
27, Private,36440, Sales, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
36, Private,356824, Sales, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc,120066, Craft-repair, Husband, Some-college,10, Married-civ-spouse, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
66, ?,186061, ?, Unmarried, Some-college,10, Widowed, Black, Female,0,4356,40, United-States, <=50K
22, Private,39432, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
45, Private,248993, Farming-fishing, Other-relative, HS-grad,9, Married-spouse-absent, Black, Male,0,0,40, United-States, <=50K
56, Federal-gov,317847, Adm-clerical, Not-in-family, Bachelors,13, Divorced, White, Male,0,0,40, United-States, <=50K
44, Private,219155, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,50, England, >50K
40, Private,409922, Prof-specialty, Husband, Some-college,10, Married-civ-spouse, White, Male,7298,0,40, United-States, >50K
60, Private,205934, Other-service, Not-in-family, HS-grad,9, Separated, White, Female,0,0,25, United-States, <=50K
56, Self-emp-not-inc,115422, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
28, Private,410216, Craft-repair, Not-in-family, 11th,7, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
41, Private,469454, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
24, Private,293091, Handlers-cleaners, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc,356067, Sales, Not-in-family, Masters,14, Never-married, White, Male,0,0,16, United-States, <=50K
43, Private,178417, Prof-specialty, Not-in-family, Bachelors,13, Divorced, White, Male,0,0,40, United-States, <=50K
32, Private,168854, Other-service, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,54, United-States, <=50K
30, Private,189759, Sales, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
64, Private,98586, Prof-specialty, Husband, Doctorate,16, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
62, ?,123992, ?, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
31, Private,227325, Craft-repair, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
33, Private,201988, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
47, Local-gov,200808, Adm-clerical, Husband, 12th,8, Married-civ-spouse, White, Male,0,0,35, Puerto-Rico, <=50K
45, Private,183092, Adm-clerical, Not-in-family, Assoc-acdm,12, Never-married, Black, Female,0,0,40, United-States, <=50K
36, ?,187203, ?, Own-child, Assoc-voc,11, Divorced, White, Male,0,0,50, United-States, <=50K
46, Private,216666, Machine-op-inspct, Husband, 9th,5, Married-civ-spouse, White, Male,0,0,40, Guatemala, <=50K
33, Self-emp-not-inc,118267, Sales, Not-in-family, Assoc-acdm,12, Divorced, White, Male,0,0,60, United-States, <=50K
33, Private,79923, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,20, United-States, <=50K
66, ?,37331, ?, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,15, United-States, <=50K
34, Private,112139, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
19, Private,118306, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,16, United-States, <=50K
39, Private,33975, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
39, Private,83893, Adm-clerical, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
45, Private,232586, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
35, Self-emp-not-inc,381931, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,55, United-States, <=50K
32, Private,185027, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc,48087, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
50, Federal-gov,159670, Adm-clerical, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
46, Private,256522, Machine-op-inspct, Own-child, 1st-4th,2, Never-married, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private,196675, Handlers-cleaners, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,70, United-States, <=50K
37, Private,131827, Craft-repair, Unmarried, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
